,handle,solvedCount,class,tier,ratingByProblemsSum,university
13693,ff981113,279,5,16,1372,한양대학교
13694,hgc950909,448,4,16,1395,한양대학교
13695,jungwoo5759,495,5,16,1339,한양대학교
13696,ujin99,355,5,16,1353,한양대학교
13697,bca2310,212,6,16,1355,한양대학교
13698,taegyunn123,152,5,16,1400,한양대학교
13699,enihsgnir,617,5,16,1322,한양대학교
13700,eun01210,351,5,16,1335,한양대학교
13701,emzmfdudwls,284,5,16,1353,한양대학교
13702,felis,357,4,16,1390,한양대학교
13703,gaeguri,320,5,16,1344,한양대학교
13704,dyddn0823,355,4,16,1386,한양대학교
13705,jintak0401,275,4,16,1398,한양대학교
13706,rrkcl77,1583,5,16,1293,한양대학교
13707,zaq615,578,4,16,1335,한양대학교
13708,tsi04076,452,4,16,1363,한양대학교
13709,wogurjo98,456,5,16,1307,한양대학교
13710,bhryan,230,5,16,1347,한양대학교
13711,qazesc2h,312,3,16,1426,한양대학교
13712,xofyd99,453,4,16,1357,한양대학교
13713,kgj0314,435,4,16,1357,한양대학교
13714,hsw0194,398,4,16,1354,한양대학교
13715,luok377,359,4,16,1364,한양대학교
13716,jalddak98,347,5,16,1311,한양대학교
13717,junslim11,239,4,16,1380,한양대학교
13718,dlgldlg123,465,4,16,1338,한양대학교
13719,gccs457,187,5,16,1340,한양대학교
13720,uhi1117,452,4,16,1338,한양대학교
13721,kimbz123,262,4,16,1364,한양대학교
13722,jjongs,334,4,16,1347,한양대학교
13723,hn04147,824,5,16,1264,한양대학교
13724,akainoo,375,4,16,1335,한양대학교
13725,jy23698,536,4,16,1319,한양대학교
13726,joon2387,303,4,16,1343,한양대학교
13727,coffee21,321,5,16,1273,한양대학교
13728,seung7361,322,5,16,1286,한양대학교
13729,kimtahen,271,5,16,1295,한양대학교
13730,bluessom,438,5,16,1268,한양대학교
13731,jrdora,1179,4,16,1280,한양대학교
13732,yeonji,229,4,16,1353,한양대학교
13733,clean01,402,5,16,1260,한양대학교
13734,eric99kr,326,4,16,1328,한양대학교
13735,namyun1012,249,5,16,1289,한양대학교
13736,hiwuni,273,5,16,1278,한양대학교
13737,djw0409,318,4,16,1321,한양대학교
13738,rdygo,490,5,16,1249,한양대학교
13739,fkqbd95,388,4,16,1308,한양대학교
13740,naysung03,459,5,16,1244,한양대학교
13741,lightbulb,379,4,16,1304,한양대학교
13742,auaicn,208,0,16,1487,한양대학교
13743,nacean,400,5,16,1249,한양대학교
13744,msmsms0804,223,5,15,1278,한양대학교
13745,gozj3319,246,3,15,1367,한양대학교
13746,jkd4242,335,4,15,1298,한양대학교
13747,jsj0412,373,5,15,1242,한양대학교
13748,kimwlsgud,260,4,15,1308,한양대학교
13749,rlarudgh2017,259,5,15,1252,한양대학교
13750,changhoi0522,199,5,15,1268,한양대학교
13751,gustn249,303,3,15,1339,한양대학교
13752,mok03127,542,4,15,1263,한양대학교
13753,ycy526,397,4,15,1273,한양대학교
13754,junippini83,432,4,15,1263,한양대학교
13755,wnsah814,334,5,15,1224,한양대학교
13756,sung1104hyun,588,4,15,1249,한양대학교
13757,wogns0108,300,4,15,1278,한양대학교
13758,for_python,667,4,15,1244,한양대학교
13759,wjd86347,301,3,15,1326,한양대학교
13760,ekfsla0113,257,4,15,1283,한양대학교
13761,ks7733,215,4,15,1292,한양대학교
13762,minkyun927,584,4,15,1234,한양대학교
13763,ljjun0702,328,4,15,1258,한양대학교
13764,ysmsmart1,150,5,15,1255,한양대학교
13765,ekfvnddl99,344,4,15,1251,한양대학교
13766,rhdtka21,453,4,15,1236,한양대학교
13767,ds05101,572,4,15,1219,한양대학교
13768,mychoi1199,235,4,15,1263,한양대학교
13769,sunghwan19,325,1,15,1364,한양대학교
13770,kjm2149,690,4,15,1210,한양대학교
13771,y0rfa1se,793,4,15,1200,한양대학교
13772,qmamsm123,318,5,15,1175,한양대학교
13773,fresmic,505,3,15,1251,한양대학교
13774,brbr7904,383,4,15,1211,한양대학교
13775,hwai566877,326,5,15,1167,한양대학교
13776,ky100499,347,4,15,1212,한양대학교
13777,wkdcjdfyd,304,4,15,1219,한양대학교
13778,steve2972,99,5,15,1235,한양대학교
13779,ivorymood,297,4,15,1212,한양대학교
13780,yds04089,223,3,15,1273,한양대학교
13781,jowoon3574,671,4,15,1167,한양대학교
13782,leejonghyeop,320,4,15,1196,한양대학교
13783,mpcato,244,4,15,1211,한양대학교
13784,bubblepop,219,3,15,1265,한양대학교
13785,seongjinemong,245,5,15,1157,한양대학교
13786,kidscop99,309,3,15,1241,한양대학교
13787,ganzena,248,4,15,1202,한양대학교
13788,oha2836,313,3,15,1238,한양대학교
13789,dorinee_restart,389,4,15,1176,한양대학교
13790,kkh8676,196,4,15,1214,한양대학교
13791,tmdals0611,636,4,15,1151,한양대학교
13792,jun1903,552,3,15,1203,한양대학교
13793,duql2072,211,0,15,1352,한양대학교
13794,johnart,293,3,15,1229,한양대학교
13795,mimik489,481,3,15,1205,한양대학교
13796,geonryul0131,215,3,15,1243,한양대학교
13797,smch0323,268,4,15,1177,한양대학교
13798,any3ok,205,3,15,1241,한양대학교
13799,lunapocket,239,2,15,1279,한양대학교
13800,jsh587,325,4,15,1159,한양대학교
13801,jihun_jeong219,270,4,15,1168,한양대학교
13802,smtsyh,311,3,15,1208,한양대학교
13803,justin043435,286,4,15,1159,한양대학교
13804,banabina,274,4,15,1156,한양대학교
13805,skjh0818,296,4,15,1147,한양대학교
13806,leesh5000,226,4,15,1155,한양대학교
13807,lets98,363,4,15,1122,한양대학교
13808,hipiphock,238,1,15,1269,한양대학교
13809,nananiji,197,3,15,1203,한양대학교
13810,rhkdtlrtm12,290,4,15,1125,한양대학교
13811,justinohr,339,3,14,1154,한양대학교
13812,wjdwithyou,737,3,14,1126,한양대학교
13813,yongseong97,286,3,14,1160,한양대학교
13814,ferdg285,388,4,14,1090,한양대학교
13815,seyoungpark,380,4,14,1084,한양대학교
13816,tunsi,174,4,14,1127,한양대학교
13817,gmltn1564,282,3,14,1139,한양대학교
13818,sojang2000,226,3,14,1151,한양대학교
13819,kjha96,226,3,14,1149,한양대학교
13820,rossi22,646,3,14,1100,한양대학교
13821,AdcKi,315,3,14,1123,한양대학교
13822,windows,186,3,14,1156,한양대학교
13823,impbk2000,168,4,14,1111,한양대학교
13824,eitiyh,503,3,14,1097,한양대학교
13825,king9990,148,3,14,1163,한양대학교
13826,skwang4010,221,3,14,1132,한양대학교
13827,zxvm5962,510,3,14,1085,한양대학교
13828,kws4022,333,3,14,1102,한양대학교
13829,cr3218,295,3,14,1101,한양대학교
13830,jshine,131,4,14,1101,한양대학교
13831,cowlick21,156,0,14,1234,한양대학교
13832,bryan0326,276,4,14,1038,한양대학교
13833,ehals5921,193,3,14,1109,한양대학교
13834,pentnell,176,3,14,1105,한양대학교
13835,uiside,508,3,14,1047,한양대학교
13836,won4538,185,4,14,1052,한양대학교
13837,hillymoon,322,4,14,1011,한양대학교
13838,end24,181,1,14,1171,한양대학교
13839,frogbam,232,3,14,1078,한양대학교
13840,lukev3,249,3,14,1073,한양대학교
13841,ztophoon,180,3,14,1090,한양대학교
13842,pupafafa,185,3,14,1086,한양대학교
13843,joey9258,135,3,14,1103,한양대학교
13844,ys10,336,3,14,1044,한양대학교
13845,pajii,437,4,14,977,한양대학교
13846,jongsuk5826,704,3,14,1010,한양대학교
13847,parkkwang,209,3,14,1066,한양대학교
13848,99hanyang,245,4,14,1004,한양대학교
13849,sangtalk,463,4,14,968,한양대학교
13850,dan2kk,207,3,14,1060,한양대학교
13851,s0ojin,296,4,14,987,한양대학교
13852,cozyms,2717,3,14,994,한양대학교
13853,laru1072,137,4,14,1031,한양대학교
13854,junone,217,3,14,1047,한양대학교
13855,pjh172839,437,3,14,1007,한양대학교
13856,137_910,158,1,14,1140,한양대학교
13857,valthyme,198,3,14,1046,한양대학교
13858,sukim97,310,3,14,1013,한양대학교
13859,joy9998710,179,2,13,1095,한양대학교
13860,applejam5,168,1,13,1123,한양대학교
13861,songchb,259,3,13,1020,한양대학교
13862,fpnuseis,237,2,13,1073,한양대학교
13863,ggamini,185,3,13,1039,한양대학교
13864,kji98765,188,4,13,988,한양대학교
13865,kyukun3,170,4,13,991,한양대학교
13866,hi98,145,0,13,1149,한양대학교
13867,kwang5348,152,1,13,1118,한양대학교
13868,roastnuts,228,2,13,1063,한양대학교
13869,jason9288,342,4,13,938,한양대학교
13870,terabyte,168,4,13,978,한양대학교
13871,nmj5012,171,3,13,1024,한양대학교
13872,moonge,205,4,13,959,한양대학교
13873,jjh1324567,139,3,13,1031,한양대학교
13874,xodbs448,261,3,13,989,한양대학교
13875,gksshdk,244,3,13,992,한양대학교
13876,bluekenn03,429,3,13,959,한양대학교
13877,8eng,238,3,13,989,한양대학교
13878,wjdaps21,185,2,13,1054,한양대학교
13879,deepaigo,513,2,13,989,한양대학교
13880,daisyson01,241,3,13,976,한양대학교
13881,kcy1760,213,4,13,928,한양대학교
13882,teayounty,203,1,13,1054,한양대학교
13883,jwjoo03,221,2,13,1023,한양대학교
13884,hjeongb0320,194,3,13,976,한양대학교
13885,lojo0307,172,3,13,980,한양대학교
13886,dbsqo010,232,2,13,1008,한양대학교
13887,skshtlsdidrb,182,3,13,972,한양대학교
13888,hyunsoo,175,2,13,1023,한양대학교
13889,zzzl,170,2,13,1010,한양대학교
13890,jeffrey9073,296,3,13,921,한양대학교
13891,kyc3492,132,3,13,970,한양대학교
13892,just_dooik,219,3,13,937,한양대학교
13893,dlwhdgus6953,205,3,13,933,한양대학교
13894,sis1998,140,0,13,1056,한양대학교
13895,april2901,383,2,13,936,한양대학교
13896,rfvtgbyh11,159,1,13,1012,한양대학교
13897,burgerokd,168,1,13,1000,한양대학교
13898,tkdwns285,182,2,13,966,한양대학교
13899,firestone,215,1,13,980,한양대학교
13900,kimjh2177,151,3,13,926,한양대학교
13901,wallroad,219,3,13,898,한양대학교
13902,jsung0319,303,3,13,877,한양대학교
13903,kjanghoi,152,1,13,996,한양대학교
13904,hkyeo98,251,2,13,938,한양대학교
13905,jack3409,255,2,13,934,한양대학교
13906,dlgywjd2580,133,3,13,924,한양대학교
13907,kangminchang11,221,2,13,936,한양대학교
13908,ihmmaru99,218,3,12,883,한양대학교
13909,jieunkim,234,3,12,871,한양대학교
13910,z00z222,163,2,12,941,한양대학교
13911,hlsong,188,2,12,924,한양대학교
13912,doomsheart,166,3,12,877,한양대학교
13913,cotig7,127,1,12,967,한양대학교
13914,alonso7825,115,3,12,891,한양대학교
13915,sonlag,153,3,12,872,한양대학교
13916,dndnjswls613,178,2,12,910,한양대학교
13917,tjrcjf9,161,3,12,865,한양대학교
13918,spes2you,160,2,12,912,한양대학교
13919,js0807,247,3,12,831,한양대학교
13920,min001017,113,1,12,952,한양대학교
13921,bbmt1906,155,3,12,855,한양대학교
13922,1220auto,333,2,12,857,한양대학교
13923,iljung0810,175,2,12,894,한양대학교
13924,future0159,90,0,12,968,한양대학교
13925,rkdejrdud88,139,1,12,919,한양대학교
13926,janghoy100,132,1,12,918,한양대학교
13927,ktw020409,150,3,12,836,한양대학교
13928,rkdwnd333,100,0,12,949,한양대학교
13929,jojun14,301,3,12,776,한양대학교
13930,poo1994,310,2,12,822,한양대학교
13931,kryton,147,4,12,767,한양대학교
13932,hrgr0711,174,2,12,846,한양대학교
13933,junothyme,117,0,12,919,한양대학교
13934,sssheen2,117,0,12,917,한양대학교
13935,codehour1000,233,3,12,773,한양대학교
13936,ameliacode,218,2,12,824,한양대학교
13937,hyedoii,184,3,12,785,한양대학교
13938,ghkdehddnr20,166,2,12,833,한양대학교
13939,syeon6050,326,2,12,791,한양대학교
13940,e9857256,178,2,12,825,한양대학교
13941,june020615,102,0,12,907,한양대학교
13942,kjm7d3,130,4,12,742,한양대학교
13943,gaegulgaegul12,97,3,12,801,한양대학교
13944,m8825m,182,2,12,812,한양대학교
13945,mes3336,148,2,12,825,한양대학교
13946,hwyang0627,207,2,12,796,한양대학교
13947,wlgud9320,144,3,12,767,한양대학교
13948,codenoob,152,2,12,812,한양대학교
13949,jeongeun,300,2,12,769,한양대학교
13950,semc1031,184,2,12,797,한양대학교
13951,hycse21,110,0,12,877,한양대학교
13952,tot4766,132,3,12,766,한양대학교
13953,ryusejong,211,2,12,786,한양대학교
13954,leef7002,156,2,11,803,한양대학교
13955,cocoju,122,1,11,841,한양대학교
13956,ljw1015,182,3,11,740,한양대학교
13957,oingggum,138,2,11,808,한양대학교
13958,cuza22,306,2,11,751,한양대학교
13959,dlckdals0204,189,3,11,726,한양대학교
13960,inticoy,174,3,11,730,한양대학교
13961,makarong,145,2,11,789,한양대학교
13962,datmoyan,159,2,11,782,한양대학교
13963,hanyangin,89,0,11,864,한양대학교
13964,dudgkr98,420,2,11,717,한양대학교
13965,iguv,221,2,11,753,한양대학교
13966,swdev_j,361,2,11,723,한양대학교
13967,timebird7,148,2,11,772,한양대학교
13968,ektltlwkrgo,94,0,11,840,한양대학교
13969,ydh135,182,3,11,698,한양대학교
13970,qrt56,91,0,11,837,한양대학교
13971,kisnmo,79,0,11,835,한양대학교
13972,knho0136,282,2,11,710,한양대학교
13973,cjw9809,144,1,11,771,한양대학교
13974,grand7070,137,1,11,762,한양대학교
13975,zer0kola,168,3,11,671,한양대학교
13976,wie0118,178,2,11,716,한양대학교
13977,teria314,141,2,11,725,한양대학교
13978,cws918home,134,2,11,727,한양대학교
13979,jhanoo,168,2,11,713,한양대학교
13980,wannabesuperteur,99,0,11,794,한양대학교
13981,koody1125,261,2,11,683,한양대학교
13982,hoony9x,126,2,11,721,한양대학교
13983,falon18,151,1,11,732,한양대학교
13984,supercsehan,139,3,11,659,한양대학교
13985,arrive,197,2,11,686,한양대학교
13986,csm2652,88,4,11,633,한양대학교
13987,stefanob11,152,1,11,727,한양대학교
13988,skyway21c,163,2,11,694,한양대학교
13989,whgusfud,110,1,11,742,한양대학교
13990,bojgeorgia,137,2,11,703,한양대학교
13991,jja02059,82,3,11,681,한양대학교
13992,dnjdsxor21,146,2,11,696,한양대학교
13993,ksostel10,102,3,11,665,한양대학교
13994,hj102548,165,2,11,686,한양대학교
13995,acapz,222,2,11,656,한양대학교
13996,tlgus0812,114,1,11,722,한양대학교
13997,gopchangluv,132,1,11,711,한양대학교
13998,kimingan,440,2,11,614,한양대학교
13999,dhduo,97,0,11,745,한양대학교
14000,lse1002,80,0,11,749,한양대학교
14001,kang18732,95,0,11,736,한양대학교
14002,sroo2315,93,0,10,733,한양대학교
14003,prophet,161,2,10,638,한양대학교
14004,pmw1407,104,1,10,684,한양대학교
14005,diijing,141,1,10,656,한양대학교
14006,heartade,124,2,10,637,한양대학교
14007,recsater,152,2,10,616,한양대학교
14008,dnddl9976,166,2,10,607,한양대학교
14009,jinhd6,128,2,10,614,한양대학교
14010,s113488,123,1,10,641,한양대학교
14011,laniel88,133,2,10,609,한양대학교
14012,luis03,194,2,10,585,한양대학교
14013,yoonseo7,160,2,10,595,한양대학교
14014,obbcth,70,2,10,629,한양대학교
14015,wjsalstn15,99,1,10,629,한양대학교
14016,thsgnstj,90,0,10,653,한양대학교
14017,alsrb595,103,1,10,618,한양대학교
14018,whxkwhxk,119,2,10,579,한양대학교
14019,hardcoding,192,1,10,574,한양대학교
14020,rosaeflora,137,2,10,563,한양대학교
14021,hwahn416,109,2,10,575,한양대학교
14022,ghosejin,90,0,10,630,한양대학교
14023,sees4321,61,0,10,648,한양대학교
14024,tjdcks7199,368,2,10,495,한양대학교
14025,cadenzah,118,2,10,559,한양대학교
14026,sehyun0119,115,3,10,510,한양대학교
14027,jdhoons01,156,2,10,536,한양대학교
14028,doom667,93,1,10,587,한양대학교
14029,floatduck6252,150,2,10,534,한양대학교
14030,shavit0423,109,2,10,550,한양대학교
14031,coolkhj2003,110,2,10,541,한양대학교
14032,lkw02,75,1,10,583,한양대학교
14033,fusma159,100,0,10,582,한양대학교
14034,mnju5026,95,2,9,526,한양대학교
14035,triple,157,1,9,522,한양대학교
14036,echan,67,0,9,590,한양대학교
14037,qudwns0524,223,1,9,497,한양대학교
14038,gnflwhf352,67,0,9,588,한양대학교
14039,ehdud923,100,1,9,541,한양대학교
14040,dragontiger1,203,2,9,471,한양대학교
14041,csw02087,149,2,9,488,한양대학교
14042,icpc,28,0,9,605,한양대학교
14043,toinfinity03,73,1,9,543,한양대학교
14044,yshr5131,93,0,9,535,한양대학교
14045,l0rq2,75,0,9,541,한양대학교
14046,yjs367,108,1,9,497,한양대학교
14047,rudxor1247,130,2,9,457,한양대학교
14048,kunwook9826,93,2,9,474,한양대학교
14049,mkkk,133,2,9,451,한양대학교
14050,yutari01,100,2,9,458,한양대학교
14051,donghwan3518,74,0,9,521,한양대학교
14052,michasl,108,2,9,432,한양대학교
14053,seacweed,82,2,9,444,한양대학교
14054,whyjay121,208,1,9,412,한양대학교
14055,sayh4463,82,1,9,465,한양대학교
14056,choigaon1028,175,1,9,421,한양대학교
14057,dyun_dp,79,1,9,453,한양대학교
14058,nyeonaa,110,1,9,423,한양대학교
14059,happyyeer,96,1,9,429,한양대학교
14060,hongjong3287,154,1,9,402,한양대학교
14061,chris4642,57,0,9,476,한양대학교
14062,liuss98,100,2,9,399,한양대학교
14063,woojin725,104,2,9,396,한양대학교
14064,mooony,94,1,9,424,한양대학교
14065,siny,118,1,9,405,한양대학교
14066,bbackkjjun99,106,2,9,380,한양대학교
14067,yugo,40,0,9,469,한양대학교
14068,sunung007,71,1,8,410,한양대학교
14069,yujin0820,119,1,8,382,한양대학교
14070,foxand12,98,1,8,392,한양대학교
14071,chlwodjq,132,1,8,372,한양대학교
14072,kangminchang1,92,2,8,364,한양대학교
14073,matt72,98,1,8,382,한양대학교
14074,roy3796,84,2,8,362,한양대학교
14075,suh1088,83,1,8,385,한양대학교
14076,leewon0826,118,1,8,356,한양대학교
14077,mgtkiwi_48,77,2,8,353,한양대학교
14078,sangoou,77,0,8,402,한양대학교
14079,roscore,92,1,8,366,한양대학교
14080,dbtjrboy,89,2,8,341,한양대학교
14081,lhj9606,117,2,8,318,한양대학교
14082,cse_babo,63,2,8,344,한양대학교
14083,leesy2202,70,1,8,358,한양대학교
14084,hyunwoo3235,81,1,8,351,한양대학교
14085,s020127,82,1,8,349,한양대학교
14086,dadalove,66,0,8,381,한양대학교
14087,leeye51456,56,0,8,382,한양대학교
14088,hjb7165,60,2,8,319,한양대학교
14089,ojoh1993,43,0,8,379,한양대학교
14090,47ag,85,2,8,300,한양대학교
14091,jungjeongmin,104,1,8,313,한양대학교
14092,whaudrn3708,63,1,8,332,한양대학교
14093,matthew1022,67,1,8,327,한양대학교
14094,0124sung,54,1,7,332,한양대학교
14095,pwangkk,65,0,7,349,한양대학교
14096,mac520,89,2,7,284,한양대학교
14097,akswn1030,79,1,7,313,한양대학교
14098,yoooonnn,110,1,7,295,한양대학교
14099,planete,86,1,7,306,한양대학교
14100,taek1017,87,1,7,304,한양대학교
14101,kurisuver2,92,2,7,272,한양대학교
14102,dahe,42,0,7,353,한양대학교
14103,hjun1006,86,2,7,275,한양대학교
14104,realisshboy,102,1,7,290,한양대학교
14105,house0516,91,1,7,291,한양대학교
14106,ringolove,78,2,7,267,한양대학교
14107,0x0B,61,1,7,302,한양대학교
14108,hnna,33,0,7,345,한양대학교
14109,cbcc1234,69,1,7,294,한양대학교
14110,actnow,68,1,7,293,한양대학교
14111,onew2370,52,2,7,278,한양대학교
14112,audrn,79,1,7,272,한양대학교
14113,ososok0,87,1,7,266,한양대학교
14114,oms1112,98,1,7,259,한양대학교
14115,lby0816,45,0,7,312,한양대학교
14116,hyperchung,76,1,7,266,한양대학교
14117,kainipoi98,106,1,7,245,한양대학교
14118,charyung,66,1,7,263,한양대학교
14119,wotns0319,63,1,7,264,한양대학교
14120,edp12421,79,1,7,251,한양대학교
14121,zxcvb2002,85,1,7,244,한양대학교
14122,rkh137,76,1,7,249,한양대학교
14123,sjpark1030,72,1,7,250,한양대학교
14124,thes24,63,0,7,281,한양대학교
14125,0131tom,93,1,7,232,한양대학교
14126,abc4571998,63,1,7,246,한양대학교
14127,jsus88,104,1,7,222,한양대학교
14128,snakes0625,76,1,7,229,한양대학교
14129,ityeon1109,79,1,7,225,한양대학교
14130,shchon11,78,1,7,220,한양대학교
14131,dev_sos,65,1,6,225,한양대학교
14132,rkdtjdcjf23,71,1,6,219,한양대학교
14133,pstar214,58,1,6,224,한양대학교
14134,sujong0220,40,1,6,232,한양대학교
14135,laura0518,107,1,6,190,한양대학교
14136,jwlee0424,49,0,6,248,한양대학교
14137,podomatchex,48,0,6,247,한양대학교
14138,rhflf777,79,1,6,201,한양대학교
14139,ryeonsui,60,1,6,211,한양대학교
14140,siun0816,39,0,6,247,한양대학교
14141,archymi77,58,1,6,206,한양대학교
14142,insiderhj,55,1,6,206,한양대학교
14143,ahrrpa,66,1,6,197,한양대학교
14144,psmproaa,64,1,6,198,한양대학교
14145,alohasojin,49,0,6,232,한양대학교
14146,v1373625k,115,1,6,165,한양대학교
14147,shk5644,33,0,6,239,한양대학교
14148,kmj030306,45,2,6,178,한양대학교
14149,ringgo5,23,0,6,242,한양대학교
14150,namhwagood,32,0,6,234,한양대학교
14151,alstjd633,38,0,6,228,한양대학교
14152,erinwldn,64,1,6,180,한양대학교
14153,qodudgus0220,57,1,6,182,한양대학교
14154,akangel0307,68,1,6,169,한양대학교
14155,mickey2474,47,1,6,183,한양대학교
14156,solbin0737,67,1,6,160,한양대학교
14157,jds710,62,1,6,159,한양대학교
14158,dlwlghks2659,69,1,6,152,한양대학교
14159,chminja7345,41,0,6,194,한양대학교
14160,was017,59,1,6,155,한양대학교
14161,wnsgurzxc,51,1,6,160,한양대학교
14162,haeun961019,59,1,6,153,한양대학교
14163,ahoy,66,1,6,148,한양대학교
14164,jco011,20,0,6,204,한양대학교
14165,gongdol2pooh,68,1,6,144,한양대학교
14166,leehai0317,22,0,6,200,한양대학교
14167,hyn0730,60,1,6,145,한양대학교
14168,kyle0528,30,0,6,191,한양대학교
14169,dlwogjs0125,60,1,6,141,한양대학교
14170,zer0kola321,71,1,6,134,한양대학교
14171,8402kjy,59,1,6,136,한양대학교
14172,kimtree,29,0,6,182,한양대학교
14173,kimjy020305,52,1,6,140,한양대학교
14174,poky3753,61,1,6,133,한양대학교
14175,deerg01,50,1,6,136,한양대학교
14176,ufo602,56,1,5,130,한양대학교
14177,sung97338,23,0,5,176,한양대학교
14178,hloudes,19,0,5,178,한양대학교
14179,bth0114,48,1,5,129,한양대학교
14180,dhmun00,46,1,5,126,한양대학교
14181,eoaud0012,50,1,5,123,한양대학교
14182,imeunukr,29,0,5,163,한양대학교
14183,hamjw0122,23,0,5,165,한양대학교
14184,rhw040909,49,1,5,115,한양대학교
14185,nomoretime,50,0,5,138,한양대학교
14186,dream6396,34,0,5,144,한양대학교
14187,hglee412,60,1,5,100,한양대학교
14188,winni,33,1,5,118,한양대학교
14189,minsu520,42,1,5,107,한양대학교
14190,andrew96,37,1,5,109,한양대학교
14191,dhks103,50,1,5,94,한양대학교
14192,eunjxno,30,0,5,132,한양대학교
14193,harold3527,38,0,5,126,한양대학교
14194,comlight,29,0,5,131,한양대학교
14195,jiwon_me,42,1,5,93,한양대학교
14196,myd33,41,1,4,90,한양대학교
14197,kuun1443,49,1,4,78,한양대학교
14198,djson322,43,1,4,74,한양대학교
14199,jungmin2213,46,1,4,72,한양대학교
14200,dongtandao,35,1,4,78,한양대학교
14201,skatlqwktjd,35,1,4,78,한양대학교
14202,kwon1585,44,0,4,93,한양대학교
14203,zoohoson,12,0,4,117,한양대학교
14204,okioki,41,1,4,68,한양대학교
14205,celeritas,42,1,4,63,한양대학교
14206,jump4774,39,1,4,65,한양대학교
14207,aboisabo,39,1,4,64,한양대학교
14208,benjioh5,27,1,4,73,한양대학교
14209,jjkim110523,36,1,4,66,한양대학교
14210,kittyso04,17,0,4,106,한양대학교
14211,kek2803c,36,1,3,65,한양대학교
14212,horolrollo,40,1,3,61,한양대학교
14213,harry3260,39,1,3,61,한양대학교
14214,ads6549,40,1,3,59,한양대학교
14215,dcide,39,1,3,60,한양대학교
14216,ybok2001,33,0,3,89,한양대학교
14217,ygh1254,14,0,3,104,한양대학교
14218,upnote2020,38,1,3,60,한양대학교
14219,hyununseo,14,0,3,102,한양대학교
14220,jjh6384,33,1,3,60,한양대학교
14221,skehdgus8150,29,1,3,63,한양대학교
14222,igibeum123,37,1,3,55,한양대학교
14223,chloe1929,31,1,3,57,한양대학교
14224,119ckek,31,1,3,56,한양대학교
14225,harris,13,0,3,95,한양대학교
14226,dvkim119,34,1,3,53,한양대학교
14227,dydnnr12,15,0,3,92,한양대학교
14228,fluffyfrog,37,1,3,49,한양대학교
14229,lofi0code,12,0,3,94,한양대학교
14230,radiantwenty,36,1,3,50,한양대학교
14231,samyci,33,1,3,48,한양대학교
14232,junsoo0531,25,0,3,76,한양대학교
14233,msyu787,24,0,3,75,한양대학교
14234,msjeong100,30,1,2,37,한양대학교
14235,ayoung020305,29,1,2,35,한양대학교
14236,bebopkim,12,0,2,73,한양대학교
14237,timchoi,27,1,2,35,한양대학교
14238,iamagirl99,21,0,2,63,한양대학교
14239,wndgns1072,27,0,2,58,한양대학교
14240,swchoo6087,8,0,2,72,한양대학교
14241,eunsol,20,0,2,57,한양대학교
14242,rbanbla,13,0,2,63,한양대학교
14243,won0226,13,0,2,63,한양대학교
14244,qwertymike,29,0,2,47,한양대학교
14245,syjmlove,24,1,2,26,한양대학교
14246,b379514,10,0,2,61,한양대학교
14247,mobled37,13,0,2,59,한양대학교
14248,ehdals1199,25,0,2,48,한양대학교
14249,henoh2003,15,0,2,51,한양대학교
14250,vozoge,13,0,1,48,한양대학교
14251,cchh1120,21,0,1,41,한양대학교
14252,donghan378,9,0,1,50,한양대학교
14253,pageart,26,0,1,34,한양대학교
14254,ojkwon1,25,0,1,32,한양대학교
14255,ljm2ya,11,0,1,40,한양대학교
14256,ymym1414,18,0,1,34,한양대학교
14257,moggu,12,0,1,37,한양대학교
14258,dobi_5,21,0,1,28,한양대학교
14259,jhkimlego,16,0,1,29,한양대학교
14260,think3845,9,0,1,33,한양대학교
14261,devleoper,11,0,1,29,한양대학교
14262,codeofm000,11,0,1,27,한양대학교
14263,dldbstj03,16,0,1,23,한양대학교
14264,jason2100,16,0,1,21,한양대학교
14265,gkdlstjd1020,17,0,1,19,한양대학교
14266,wndcks1,15,0,1,18,한양대학교
14267,after0sec,3,0,0,25,한양대학교
14268,riro12,12,0,0,18,한양대학교
14269,leeseungsu,4,0,0,22,한양대학교
14270,skyhero97,11,0,0,14,한양대학교
14271,gillma1,3,0,0,18,한양대학교
14272,tjduf1199,9,0,0,13,한양대학교
14273,tjdbs_j,8,0,0,11,한양대학교
14274,yoonique36,6,0,0,11,한양대학교
14275,junyong98,7,0,0,7,한양대학교
14276,wncks415,3,0,0,7,한양대학교
14277,longhairedchihuahua,5,0,0,5,한양대학교
14278,sswseo1085,3,0,0,5,한양대학교
14279,taeho38317,3,0,0,3,한양대학교
14280,fumus7548,1,0,0,3,한양대학교
14281,haveto556,2,0,0,2,한양대학교
14282,juswon,2,0,0,2,한양대학교
14283,kesnt8892,1,0,0,1,한양대학교
14284,kevin09kim,1,0,0,1,한양대학교
14285,narasarang,1,0,0,1,한양대학교
14286,perfactmartini,1,0,0,1,한양대학교
14287,ye4266,1,0,0,1,한양대학교
14288,cnocycle,871,0,0,0,한양대학교
14289,comolove,393,0,0,0,한양대학교
14290,dh11219,0,0,0,0,한양대학교
14291,dongwook1214,79,0,0,0,한양대학교
14292,hallaro777,71,0,0,0,한양대학교
14293,kt5965,140,0,0,0,한양대학교
14294,yyyyhhhh11,0,0,0,0,한양대학교
14295,starbow,3872,9,26,2322,홍익대학교
